file,emotion,dominant_emotion,region,age,gender,dominant_gender,race,dominant_race
0 (20).jpg,"{'angry': 95.35521837205997, 'disgust': 0.0023767815544167713, 'fear': 0.4422894476973681, 'happy': 1.1253766454980758, 'sad': 0.8061303306299645, 'surprise': 0.0011712017810676842, 'neutral': 2.2674388672375003}",angry,"{'x': 0, 'y': 0, 'w': 600, 'h': 900}",28,"{'Woman': 99.62325692176819, 'Man': 0.3767462447285652}",Woman,"{'asian': 0.7579454248612613, 'indian': 0.364776145022971, 'black': 0.07581720388997151, 'white': 96.26633569403461, 'middle eastern': 1.722756009071349, 'latino hispanic': 0.8123641796571994}",white
1 (31).jpg,"{'angry': 0.057599786669015884, 'disgust': 5.151927240376608e-06, 'fear': 0.002342886546102818, 'happy': 39.24959599971771, 'sad': 0.35016892943531275, 'surprise': 0.0007717419066466391, 'neutral': 60.339516401290894}",neutral,"{'x': 209, 'y': 214, 'w': 393, 'h': 393}",20,"{'Woman': 0.15657494077458978, 'Man': 99.84342455863953}",Man,"{'asian': 0.00025001459107443225, 'indian': 0.8886090479791164, 'black': 0.000261218156083487, 'white': 3.2652828842401505, 'middle eastern': 93.67773532867432, 'latino hispanic': 2.167867310345173}",middle eastern
1 (24).jpg,"{'angry': 0.01741006479457793, 'disgust': 7.4134634387041656e-06, 'fear': 72.02236318854847, 'happy': 0.022323222698059402, 'sad': 0.35735417226453686, 'surprise': 22.909439850978835, 'neutral': 4.671104436648421}",fear,"{'x': 427, 'y': 245, 'w': 88, 'h': 88}",36,"{'Woman': 72.27039337158203, 'Man': 27.729612588882446}",Woman,"{'asian': 8.554867655038834, 'indian': 0.09479604777880013, 'black': 0.01404460781486705, 'white': 85.39879322052002, 'middle eastern': 3.857359290122986, 'latino hispanic': 2.0801465958356857}",white
1 (30).png,"{'angry': 6.918846815824509, 'disgust': 2.444203914819809e-05, 'fear': 0.48772632144391537, 'happy': 0.149097281973809, 'sad': 10.086137801408768, 'surprise': 0.02871252945624292, 'neutral': 82.32945203781128}",neutral,"{'x': 68, 'y': 128, 'w': 256, 'h': 256}",24,"{'Woman': 0.0009724228220875375, 'Man': 99.99902248382568}",Man,"{'asian': 2.168354662490657e-08, 'indian': 0.011252132389927283, 'black': 3.7338399039299475e-08, 'white': 12.894530594348907, 'middle eastern': 86.78894639015198, 'latino hispanic': 0.30527354683727026}",middle eastern
0 (9).jpeg,"{'angry': 0.007919354538898915, 'disgust': 2.9827873504473246e-06, 'fear': 0.4863298963755369, 'happy': 0.001238177628692938, 'sad': 0.7191384676843882, 'surprise': 5.1227198127890006e-05, 'neutral': 98.78531694412231}",neutral,"{'x': 486, 'y': 322, 'w': 2286, 'h': 2286}",25,"{'Woman': 99.99380111694336, 'Man': 0.006193669105414301}",Woman,"{'asian': 1.0002919472754002, 'indian': 2.1763931959867477, 'black': 0.17967723542824388, 'white': 34.6928745508194, 'middle eastern': 22.235460579395294, 'latino hispanic': 39.71530199050903}",latino hispanic
1 (8).jpeg,"{'angry': 2.4708712083620554, 'disgust': 1.6455379707115938e-08, 'fear': 0.3134933254342273, 'happy': 0.271394096658772, 'sad': 0.024027599988287688, 'surprise': 0.19460973558483932, 'neutral': 96.72560672316591}",neutral,"{'x': 81, 'y': 271, 'w': 847, 'h': 847}",53,"{'Woman': 0.00909303707885556, 'Man': 99.99090433120728}",Man,"{'asian': 1.9649334251880646, 'indian': 2.4228809401392937, 'black': 0.14471387257799506, 'white': 64.42210078239441, 'middle eastern': 24.030856788158417, 'latino hispanic': 7.0145100355148315}",white
0 (27).jpg,"{'angry': 0.5020722148332339, 'disgust': 7.244246080956307e-05, 'fear': 24.620387003375647, 'happy': 0.4585199442780084, 'sad': 1.1604183832802315, 'surprise': 60.24806377314761, 'neutral': 13.010463057701223}",surprise,"{'x': 143, 'y': 156, 'w': 434, 'h': 434}",35,"{'Woman': 99.97687935829163, 'Man': 0.023126136511564255}",Woman,"{'asian': 1.9911665469408035, 'indian': 3.913017362356186, 'black': 0.7791169919073582, 'white': 40.88946282863617, 'middle eastern': 20.57519555091858, 'latino hispanic': 31.852048635482788}",white
0 (28).jpg,"{'angry': 0.00011292973558826194, 'disgust': 1.1198542317033725e-06, 'fear': 68.15841008176864, 'happy': 0.009571343823397537, 'sad': 31.821768392429853, 'surprise': 1.4311575001032342e-06, 'neutral': 0.010140957478686496}",fear,"{'x': 0, 'y': 0, 'w': 1920, 'h': 1080}",24,"{'Woman': 99.9943494796753, 'Man': 0.005649200829793699}",Woman,"{'asian': 99.29547905921936, 'indian': 3.0491026592471826e-06, 'black': 6.785816353271912e-07, 'white': 0.7032872177660465, 'middle eastern': 0.0010505013960937504, 'latino hispanic': 0.0001792751959328598}",asian
1 (6).png,"{'angry': 0.33304146490991116, 'disgust': 4.577776024916602e-06, 'fear': 22.773240506649017, 'happy': 0.007384571654256433, 'sad': 3.878757357597351, 'surprise': 0.001018832244881196, 'neutral': 73.00655841827393}",neutral,"{'x': 175, 'y': 171, 'w': 513, 'h': 513}",30,"{'Woman': 74.46784973144531, 'Man': 25.53214728832245}",Woman,"{'asian': 18.033677339553833, 'indian': 3.2447587698698044, 'black': 0.7753884885460138, 'white': 42.25971698760986, 'middle eastern': 11.625829339027405, 'latino hispanic': 24.060635268688202}",white
1 (23).jpg,"{'angry': 3.752540972915563e-05, 'disgust': 8.038470534387824e-16, 'fear': 0.004534032538815479, 'happy': 1.763219953001716e-08, 'sad': 99.99279379801713, 'surprise': 1.9136455358610476e-13, 'neutral': 0.002635621033485277}",sad,"{'x': 0, 'y': 0, 'w': 533, 'h': 800}",61,"{'Woman': 0.03379349655006081, 'Man': 99.96620416641235}",Man,"{'asian': 0.00037139329833735246, 'indian': 0.6448357366025448, 'black': 0.007020647899480537, 'white': 7.4563682079315186, 'middle eastern': 90.39071202278137, 'latino hispanic': 1.5006935223937035}",middle eastern
1 (19).jpg,"{'angry': 1.2847211046350662, 'disgust': 1.011919998620333e-12, 'fear': 0.0045663177836633645, 'happy': 6.126532424617031e-08, 'sad': 3.0808296028274063, 'surprise': 3.416753303721927e-11, 'neutral': 95.6298825520207}",neutral,"{'x': 144, 'y': 166, 'w': 368, 'h': 368}",51,"{'Woman': 0.0003084360287175514, 'Man': 99.99969005584717}",Man,"{'asian': 4.055214300751686, 'indian': 6.961020827293396, 'black': 3.515668213367462, 'white': 38.49062919616699, 'middle eastern': 15.705317258834839, 'latino hispanic': 31.272146105766296}",white
0 (14).jpeg,"{'angry': 0.17299195751547813, 'disgust': 0.001519526085758116, 'fear': 35.484808683395386, 'happy': 20.183655619621277, 'sad': 2.5100067257881165, 'surprise': 2.0059047266840935, 'neutral': 39.64112102985382}",neutral,"{'x': 2175, 'y': 1555, 'w': 2454, 'h': 2454}",25,"{'Woman': 0.18359370296820998, 'Man': 99.81641173362732}",Man,"{'asian': 9.610291570425034, 'indian': 3.333425149321556, 'black': 1.0551768355071545, 'white': 39.31267559528351, 'middle eastern': 13.962796330451965, 'latino hispanic': 32.725635170936584}",white
0 (32).png,"{'angry': 1.7506083473563194, 'disgust': 1.3071755490372e-12, 'fear': 1.0764677682573165e-05, 'happy': 0.00034342285744060064, 'sad': 97.79984951019287, 'surprise': 8.644546679738676e-14, 'neutral': 0.4491868894547224}",sad,"{'x': 186, 'y': 97, 'w': 292, 'h': 292}",33,"{'Woman': 25.11962354183197, 'Man': 74.88037347793579}",Man,"{'asian': 61.69864991919399, 'indian': 0.5292949567085556, 'black': 0.19309468360979157, 'white': 25.526785787727142, 'middle eastern': 5.332738270433155, 'latino hispanic': 6.719434950419075}",asian
1 (4).png,"{'angry': 6.918846815824509, 'disgust': 2.444203914819809e-05, 'fear': 0.48772632144391537, 'happy': 0.149097281973809, 'sad': 10.086137801408768, 'surprise': 0.02871252945624292, 'neutral': 82.32945203781128}",neutral,"{'x': 68, 'y': 128, 'w': 256, 'h': 256}",24,"{'Woman': 0.0009724228220875375, 'Man': 99.99902248382568}",Man,"{'asian': 2.168354662490657e-08, 'indian': 0.011252132389927283, 'black': 3.7338399039299475e-08, 'white': 12.894530594348907, 'middle eastern': 86.78894639015198, 'latino hispanic': 0.30527354683727026}",middle eastern
1 (14).jpeg,"{'angry': 6.032953783869743, 'disgust': 4.7607362496648875e-08, 'fear': 0.030149088706821203, 'happy': 0.009216594480676576, 'sad': 2.278599888086319, 'surprise': 8.667896054248558e-05, 'neutral': 91.64899587631226}",neutral,"{'x': 145, 'y': 256, 'w': 573, 'h': 573}",23,"{'Woman': 0.0034572840377222747, 'Man': 99.99654293060303}",Man,"{'asian': 2.237667702138424, 'indian': 6.70037567615509, 'black': 0.8030714467167854, 'white': 24.903562664985657, 'middle eastern': 27.89684236049652, 'latino hispanic': 37.458476424217224}",latino hispanic
0 (5).png,"{'angry': 0.024481210865634484, 'disgust': 4.649147754774362e-06, 'fear': 1.3200549119776381, 'happy': 98.5783694479906, 'sad': 0.010246460936308838, 'surprise': 0.001373505328982074, 'neutral': 0.0654740860971464}",happy,"{'x': 55, 'y': 69, 'w': 1227, 'h': 1227}",34,"{'Woman': 34.26116704940796, 'Man': 65.73883295059204}",Man,"{'asian': 29.288541036161245, 'indian': 10.552789154815027, 'black': 1.3513096482342273, 'white': 16.78312073845391, 'middle eastern': 8.985420852030567, 'latino hispanic': 33.03882080547934}",latino hispanic
0 (24).jpg,"{'angry': 0.18835781374946237, 'disgust': 1.3600104864508467e-05, 'fear': 3.868357837200165, 'happy': 0.2850181423127651, 'sad': 1.8894195556640625, 'surprise': 0.00743989075999707, 'neutral': 93.76139640808105}",neutral,"{'x': 140, 'y': 186, 'w': 419, 'h': 419}",31,"{'Woman': 99.99998807907104, 'Man': 1.4863172737022978e-05}",Woman,"{'asian': 0.227208505384624, 'indian': 1.0180783458054066, 'black': 0.09168937685899436, 'white': 45.96819579601288, 'middle eastern': 22.872672975063324, 'latino hispanic': 29.822158813476562}",white
0 (10).jpg,"{'angry': 1.2587738851266295e-06, 'disgust': 1.538050697430484e-15, 'fear': 1.571037699932276e-05, 'happy': 0.3375869244337082, 'sad': 1.743247679542037e-05, 'surprise': 1.408963612448133e-05, 'neutral': 99.66236352920532}",neutral,"{'x': 34, 'y': 85, 'w': 206, 'h': 206}",34,"{'Woman': 10.037101805210114, 'Man': 89.96290564537048}",Man,"{'asian': 66.40079021453857, 'indian': 2.670675702393055, 'black': 0.7765674497932196, 'white': 6.337609142065048, 'middle eastern': 1.7025966197252274, 'latino hispanic': 22.111770510673523}",asian
0 (3).jpg,"{'angry': 0.1090896432287991, 'disgust': 1.6360063304077244e-08, 'fear': 1.5720583498477936, 'happy': 2.9035119197828863e-06, 'sad': 96.17175459861755, 'surprise': 1.4764204081529897e-05, 'neutral': 2.1470824256539345}",sad,"{'x': 356, 'y': 404, 'w': 777, 'h': 777}",27,"{'Woman': 99.9909520149231, 'Man': 0.009052833047462627}",Woman,"{'asian': 3.0258651822805405, 'indian': 6.902030855417252, 'black': 0.9761926718056202, 'white': 30.06933331489563, 'middle eastern': 27.00657546520233, 'latino hispanic': 32.020002603530884}",latino hispanic
0 (23).jpeg,"{'angry': 0.00011549343286064392, 'disgust': 7.479253546406622e-08, 'fear': 0.0011762311676912108, 'happy': 94.0920896420372, 'sad': 0.0009409346391019562, 'surprise': 0.0005654188279453805, 'neutral': 5.905111175166228}",happy,"{'x': 106, 'y': 158, 'w': 404, 'h': 404}",34,"{'Woman': 99.99643564224243, 'Man': 0.003568741158233024}",Woman,"{'asian': 4.539383091639593e-07, 'indian': 4.244612661352676e-07, 'black': 9.829141840722588e-10, 'white': 99.88707900047302, 'middle eastern': 0.03465117188170552, 'latino hispanic': 0.07827066583558917}",white
0 (8).png,"{'angry': 0.018742727556828122, 'disgust': 1.8802098798220677e-07, 'fear': 87.40542901851458, 'happy': 0.31292609412391675, 'sad': 0.10948630144947197, 'surprise': 1.2173309305007929, 'neutral': 10.936084855094824}",fear,"{'x': 572, 'y': 162, 'w': 828, 'h': 828}",33,"{'Woman': 37.40473985671997, 'Man': 62.59526610374451}",Man,"{'asian': 0.9561733342707157, 'indian': 6.915576756000519, 'black': 0.8689028210937977, 'white': 29.017555713653564, 'middle eastern': 37.07529008388519, 'latino hispanic': 25.166499614715576}",middle eastern
1 (17).png,"{'angry': 8.420121844210371e-05, 'disgust': 3.04243269466653e-08, 'fear': 3.917718306183815, 'happy': 1.8781179562211037, 'sad': 20.93435823917389, 'surprise': 0.026809092378243804, 'neutral': 73.24290871620178}",neutral,"{'x': 53, 'y': 214, 'w': 514, 'h': 514}",30,"{'Woman': 21.99924737215042, 'Man': 78.0007541179657}",Man,"{'asian': 1.7895624041557312, 'indian': 0.30536630656570196, 'black': 0.04668661567848176, 'white': 85.73939800262451, 'middle eastern': 3.593311086297035, 'latino hispanic': 8.525677770376205}",white
0 (26).jpeg,"{'angry': 0.16437151750528917, 'disgust': 0.00024754103035124804, 'fear': 81.60532007249117, 'happy': 0.007926614234273611, 'sad': 17.121167011330545, 'surprise': 0.020769958574583147, 'neutral': 1.0801951113459534}",fear,"{'x': 186, 'y': 858, 'w': 2816, 'h': 2816}",27,"{'Woman': 11.433954536914825, 'Man': 88.56604099273682}",Man,"{'asian': 47.77515802087284, 'indian': 15.359621090843808, 'black': 14.382119701161349, 'white': 2.010407724727121, 'middle eastern': 1.2561196096086036, 'latino hispanic': 19.216578509399714}",asian
0 (12).png,"{'angry': 0.04315654480552195, 'disgust': 1.0358473807721512e-05, 'fear': 0.10339515899986976, 'happy': 0.4989924206729186, 'sad': 0.45065444786277103, 'surprise': 0.0012815319532696577, 'neutral': 98.90251153126428}",neutral,"{'x': 702, 'y': 416, 'w': 921, 'h': 921}",29,"{'Woman': 99.99996423721313, 'Man': 3.688076617436309e-05}",Woman,"{'asian': 2.846890315413475, 'indian': 1.1543075554072857, 'black': 0.1494355616159737, 'white': 51.981282234191895, 'middle eastern': 13.978393375873566, 'latino hispanic': 29.88968789577484}",white
1 (27).jpg,"{'angry': 3.2842278480529785, 'disgust': 3.2498650992529576e-08, 'fear': 0.4101924132555723, 'happy': 0.00036977091895096237, 'sad': 4.9682848155498505, 'surprise': 4.570077649646009e-06, 'neutral': 91.33691787719727}",neutral,"{'x': 108, 'y': 253, 'w': 494, 'h': 494}",22,"{'Woman': 0.00015013055190138402, 'Man': 99.99984502792358}",Man,"{'asian': 0.1920232898555696, 'indian': 5.163511261343956, 'black': 0.10952865704894066, 'white': 31.423136591911316, 'middle eastern': 49.65415000915527, 'latino hispanic': 13.457655906677246}",middle eastern
1 (29).jpg,"{'angry': 0.0005061610255977657, 'disgust': 1.4126018038223907e-09, 'fear': 0.009709990841978615, 'happy': 0.0038531334689823372, 'sad': 2.419284875350289, 'surprise': 5.096331660689149e-07, 'neutral': 97.56664619246996}",neutral,"{'x': 186, 'y': 160, 'w': 532, 'h': 532}",26,"{'Woman': 0.06422185688279569, 'Man': 99.93577599525452}",Man,"{'asian': 8.078364288621742e-06, 'indian': 0.0001760494228619791, 'black': 99.99982118606567, 'white': 1.239608784543711e-10, 'middle eastern': 2.6337640835621956e-10, 'latino hispanic': 1.065444976688923e-06}",black
1 (2).jpeg,"{'angry': 2.39828173071146, 'disgust': 0.00025667516183602856, 'fear': 9.905430674552917, 'happy': 1.322917453944683, 'sad': 7.939276844263077, 'surprise': 0.022685401199851185, 'neutral': 78.4111499786377}",neutral,"{'x': 90, 'y': 178, 'w': 481, 'h': 481}",23,"{'Woman': 0.005369120481191203, 'Man': 99.99463558197021}",Man,"{'asian': 1.238495911031474, 'indian': 3.715018253328592, 'black': 0.49926341875057445, 'white': 33.27489891945111, 'middle eastern': 32.607246352105896, 'latino hispanic': 28.665084083686363}",white
1 (14).png,"{'angry': 19.168087144862074, 'disgust': 0.0024679889279325333, 'fear': 0.795004611611916, 'happy': 0.00011915848573911812, 'sad': 75.94818782188747, 'surprise': 5.5366565226910494e-05, 'neutral': 4.086084778438184}",sad,"{'x': 143, 'y': 118, 'w': 481, 'h': 481}",31,"{'Woman': 0.15971602406352758, 'Man': 99.84028935432434}",Man,"{'asian': 21.188558638095856, 'indian': 10.943681001663208, 'black': 3.235659748315811, 'white': 22.908805310726166, 'middle eastern': 15.225374698638916, 'latino hispanic': 26.49792730808258}",latino hispanic
1 (38).png,"{'angry': 0.012996364966966212, 'disgust': 8.389749832360405e-10, 'fear': 0.0015467048797290772, 'happy': 0.06719486555084586, 'sad': 0.7633698172867298, 'surprise': 0.00019013394876310485, 'neutral': 99.15470480918884}",neutral,"{'x': 82, 'y': 62, 'w': 383, 'h': 383}",27,"{'Woman': 0.000506944525113795, 'Man': 99.99948740005493}",Man,"{'asian': 8.11432173816036e-07, 'indian': 7.0044920442731215e-06, 'black': 2.091100042600666e-08, 'white': 99.8134076372871, 'middle eastern': 0.14027989744751423, 'latino hispanic': 0.0463094763016449}",white
0 (32).jpg,"{'angry': 2.198556624352932, 'disgust': 1.981718327215276e-05, 'fear': 0.04618233651854098, 'happy': 0.0007229856237245258, 'sad': 2.356422506272793, 'surprise': 0.0001490558702244016, 'neutral': 95.39794921875}",neutral,"{'x': 140, 'y': 163, 'w': 361, 'h': 361}",45,"{'Woman': 0.8020184002816677, 'Man': 99.19798374176025}",Man,"{'asian': 6.848515570163727, 'indian': 13.716056942939758, 'black': 75.22918581962585, 'white': 0.7606516592204571, 'middle eastern': 0.39771231822669506, 'latino hispanic': 3.0478760600090027}",black
1 (9).jpeg,"{'angry': 12.777335941791534, 'disgust': 8.814981633520347e-07, 'fear': 0.07865479565225542, 'happy': 0.05380239454098046, 'sad': 13.987098634243011, 'surprise': 7.114102800187538e-05, 'neutral': 73.10304045677185}",neutral,"{'x': 160, 'y': 357, 'w': 1795, 'h': 1795}",52,"{'Woman': 0.00027842356757901143, 'Man': 99.99972581863403}",Man,"{'asian': 3.1487473961533397e-05, 'indian': 0.051099155098199844, 'black': 2.8052195233385646e-06, 'white': 41.354623436927795, 'middle eastern': 57.78419375419617, 'latino hispanic': 0.8100550621747971}",middle eastern
1 (20).jpg,"{'angry': 0.001929193919874428, 'disgust': 2.2571859466374904e-07, 'fear': 0.0024413823484820867, 'happy': 97.39387066437355, 'sad': 0.00034122513650339795, 'surprise': 0.030338108648287218, 'neutral': 2.5710827399989675}",happy,"{'x': 61, 'y': 65, 'w': 161, 'h': 161}",27,"{'Woman': 0.00029019854537182255, 'Man': 99.99971389770508}",Man,"{'asian': 4.253316298127174, 'indian': 18.29962134361267, 'black': 6.586574018001556, 'white': 18.709875643253326, 'middle eastern': 24.56376999616623, 'latino hispanic': 27.58684754371643}",latino hispanic
1 (6).jpeg,"{'angry': 0.10554380620866344, 'disgust': 4.346995335352466e-11, 'fear': 0.880535959537511, 'happy': 0.00048711334434581636, 'sad': 0.11114596694085396, 'surprise': 0.005510736516677519, 'neutral': 98.89677180090287}",neutral,"{'x': 961, 'y': 559, 'w': 2575, 'h': 2575}",31,"{'Woman': 2.288539335131645, 'Man': 97.71146178245544}",Man,"{'asian': 3.67235504090786, 'indian': 9.083378314971924, 'black': 1.0742024518549442, 'white': 40.991219878196716, 'middle eastern': 27.124282717704773, 'latino hispanic': 18.05456131696701}",white
1 (14).jpg,"{'angry': 5.919131676062146, 'disgust': 0.0011086658147950897, 'fear': 5.839355711417709, 'happy': 0.009287110499571875, 'sad': 46.79817297480429, 'surprise': 0.43430951834505577, 'neutral': 40.99862980858924}",sad,"{'x': 127, 'y': 149, 'w': 638, 'h': 638}",44,"{'Woman': 0.004915041790809482, 'Man': 99.99508857727051}",Man,"{'asian': 0.4820178153940659, 'indian': 14.67865381495311, 'black': 0.5762303492450298, 'white': 58.84720577630928, 'middle eastern': 18.259079067816845, 'latino hispanic': 7.1568070761195335}",white
0 (19).jpeg,"{'angry': 0.28633547481149435, 'disgust': 4.441407686073262e-07, 'fear': 0.025325323804281652, 'happy': 1.1700047180056572, 'sad': 9.215258061885834, 'surprise': 4.248348091095977e-05, 'neutral': 89.30303454399109}",neutral,"{'x': 0, 'y': 0, 'w': 2930, 'h': 1648}",27,"{'Woman': 84.2240035533905, 'Man': 15.776000916957855}",Woman,"{'asian': 11.202920973300934, 'indian': 5.935751646757126, 'black': 0.14074660139158368, 'white': 2.030857466161251, 'middle eastern': 0.5157534964382648, 'latino hispanic': 80.17396926879883}",latino hispanic
0 (8).jpg,"{'angry': 6.919081556588935e-05, 'disgust': 2.7235548885617966e-10, 'fear': 54.9655020236969, 'happy': 4.952862858772278, 'sad': 0.004007383904536255, 'surprise': 27.110272645950317, 'neutral': 12.967279553413391}",fear,"{'x': 125, 'y': 204, 'w': 454, 'h': 454}",30,"{'Woman': 23.23528528213501, 'Man': 76.76471471786499}",Man,"{'asian': 89.95737553150946, 'indian': 0.4881908069472543, 'black': 0.10424510031624433, 'white': 2.0790188888884917, 'middle eastern': 0.3752583656152051, 'latino hispanic': 6.995912552367145}",asian
1 (26).png,"{'angry': 8.420121844210371e-05, 'disgust': 3.04243269466653e-08, 'fear': 3.917718306183815, 'happy': 1.8781179562211037, 'sad': 20.93435823917389, 'surprise': 0.026809092378243804, 'neutral': 73.24290871620178}",neutral,"{'x': 53, 'y': 214, 'w': 514, 'h': 514}",30,"{'Woman': 21.99924737215042, 'Man': 78.0007541179657}",Man,"{'asian': 1.7895624041557312, 'indian': 0.30536630656570196, 'black': 0.04668661567848176, 'white': 85.73939800262451, 'middle eastern': 3.593311086297035, 'latino hispanic': 8.525677770376205}",white
1 (7).jpg,"{'angry': 0.984124535724576, 'disgust': 0.1111033007304906, 'fear': 84.2776078846922, 'happy': 1.8726506832062384, 'sad': 1.715265382496669, 'surprise': 2.5274439495868743, 'neutral': 8.511797069096914}",fear,"{'x': 116, 'y': 196, 'w': 478, 'h': 478}",39,"{'Woman': 0.017090993060264736, 'Man': 99.98290538787842}",Man,"{'asian': 5.180228501558304, 'indian': 3.116500563919544, 'black': 0.15200416091829538, 'white': 53.42506170272827, 'middle eastern': 18.53455752134323, 'latino hispanic': 19.591645896434784}",white
1 (28).png,"{'angry': 0.04523060633800924, 'disgust': 2.435459804257101e-14, 'fear': 0.1015291316434741, 'happy': 4.119070536046099e-10, 'sad': 2.743079513311386, 'surprise': 1.7487409090244377e-10, 'neutral': 97.11016416549683}",neutral,"{'x': 79, 'y': 99, 'w': 235, 'h': 235}",25,"{'Woman': 0.19544924143701792, 'Man': 99.80454444885254}",Man,"{'asian': 9.528171979709954e-14, 'indian': 1.003268431873372e-10, 'black': 100.0, 'white': 1.107022922363106e-18, 'middle eastern': 5.602441782239805e-19, 'latino hispanic': 2.0851899647602624e-12}",black
0 (16).jpeg,"{'angry': 0.19369913497939706, 'disgust': 0.0005429932116385316, 'fear': 70.1541543006897, 'happy': 0.00221022819459904, 'sad': 29.1804701089859, 'surprise': 0.011784179514506832, 'neutral': 0.45714350417256355}",fear,"{'x': 194, 'y': 847, 'w': 2806, 'h': 2806}",26,"{'Woman': 6.155546382069588, 'Man': 93.84444952011108}",Man,"{'asian': 54.90107267505363, 'indian': 13.860467902449841, 'black': 10.796096074348455, 'white': 1.8173274736003562, 'middle eastern': 0.8586710830730845, 'latino hispanic': 17.76636199750674}",asian
0 (27).png,"{'angry': 8.14202678611764e-06, 'disgust': 1.4752545159871927e-11, 'fear': 41.611164808273315, 'happy': 0.0019983301172032952, 'sad': 0.024776053032837808, 'surprise': 0.009908648644341156, 'neutral': 58.352142572402954}",neutral,"{'x': 360, 'y': 519, 'w': 957, 'h': 957}",34,"{'Woman': 43.940162658691406, 'Man': 56.059831380844116}",Man,"{'asian': 52.243125438690186, 'indian': 2.146753668785095, 'black': 0.8455382660031319, 'white': 27.214401960372925, 'middle eastern': 4.569513723254204, 'latino hispanic': 12.980665266513824}",asian
1 (11).png,"{'angry': 3.3235650342966494e-09, 'disgust': 1.7107205557568965e-16, 'fear': 0.10516422335058451, 'happy': 62.827008962631226, 'sad': 4.144199863276299e-05, 'surprise': 0.0001638789285607345, 'neutral': 37.0676189661026}",happy,"{'x': 129, 'y': 212, 'w': 596, 'h': 596}",25,"{'Woman': 0.860031321644783, 'Man': 99.13997650146484}",Man,"{'asian': 10.670114308595657, 'indian': 8.045835793018341, 'black': 0.8848944678902626, 'white': 24.120725691318512, 'middle eastern': 23.268456757068634, 'latino hispanic': 33.00997018814087}",latino hispanic
0 (29).jpeg,"{'angry': 9.297945190644565e-07, 'disgust': 3.457014408407931e-12, 'fear': 4.383301094675535e-07, 'happy': 99.19498558014546, 'sad': 7.616055085350841e-06, 'surprise': 1.277202064741427e-05, 'neutral': 0.8049949552115772}",happy,"{'x': 1108, 'y': 742, 'w': 1310, 'h': 1310}",28,"{'Woman': 93.19528341293335, 'Man': 6.804722547531128}",Woman,"{'asian': 89.57804379332326, 'indian': 5.55560733709379, 'black': 0.05088098417630697, 'white': 0.18217167738730772, 'middle eastern': 0.005114854079881367, 'latino hispanic': 4.6281862037292845}",asian
0 (18).png,"{'angry': 2.94221059506656e-05, 'disgust': 4.818337753967815e-13, 'fear': 98.54877573833177, 'happy': 1.2848255824834802, 'sad': 0.10022176460212644, 'surprise': 6.743849394602947e-07, 'neutral': 0.06615005174391589}",fear,"{'x': 76, 'y': 132, 'w': 305, 'h': 305}",32,"{'Woman': 99.92502331733704, 'Man': 0.07497743354178965}",Woman,"{'asian': 14.052025973796844, 'indian': 10.202204436063766, 'black': 2.3075617849826813, 'white': 22.195665538311005, 'middle eastern': 13.482563197612762, 'latino hispanic': 37.75997459888458}",latino hispanic
0 (17).jpeg,"{'angry': 0.007919354538898915, 'disgust': 2.9827873504473246e-06, 'fear': 0.4863298963755369, 'happy': 0.001238177628692938, 'sad': 0.7191384676843882, 'surprise': 5.1227198127890006e-05, 'neutral': 98.78531694412231}",neutral,"{'x': 486, 'y': 322, 'w': 2286, 'h': 2286}",25,"{'Woman': 99.99380111694336, 'Man': 0.006193669105414301}",Woman,"{'asian': 1.0002919472754002, 'indian': 2.1763931959867477, 'black': 0.17967723542824388, 'white': 34.6928745508194, 'middle eastern': 22.235460579395294, 'latino hispanic': 39.71530199050903}",latino hispanic
1 (4).jpeg,"{'angry': 6.032953783869743, 'disgust': 4.7607362496648875e-08, 'fear': 0.030149088706821203, 'happy': 0.009216594480676576, 'sad': 2.278599888086319, 'surprise': 8.667896054248558e-05, 'neutral': 91.64899587631226}",neutral,"{'x': 145, 'y': 256, 'w': 573, 'h': 573}",23,"{'Woman': 0.0034572840377222747, 'Man': 99.99654293060303}",Man,"{'asian': 2.237667702138424, 'indian': 6.70037567615509, 'black': 0.8030714467167854, 'white': 24.903562664985657, 'middle eastern': 27.89684236049652, 'latino hispanic': 37.458476424217224}",latino hispanic
1 (6).jpg,"{'angry': 0.7084209471940994, 'disgust': 0.00011575084499781951, 'fear': 18.290787935256958, 'happy': 0.3018937073647976, 'sad': 1.9276831299066544, 'surprise': 0.02128149790223688, 'neutral': 78.74981760978699}",neutral,"{'x': 122, 'y': 171, 'w': 708, 'h': 708}",23,"{'Woman': 8.232759682869073e-05, 'Man': 99.99991655349731}",Man,"{'asian': 2.2993448516807476e-06, 'indian': 0.000172516603293887, 'black': 1.943753052240868e-07, 'white': 97.95255052760544, 'middle eastern': 1.8701945614930726, 'latino hispanic': 0.1770813938539561}",white
1 (21).jpeg,"{'angry': 2.39828173071146, 'disgust': 0.00025667516183602856, 'fear': 9.905430674552917, 'happy': 1.322917453944683, 'sad': 7.939276844263077, 'surprise': 0.022685401199851185, 'neutral': 78.4111499786377}",neutral,"{'x': 90, 'y': 178, 'w': 481, 'h': 481}",23,"{'Woman': 0.005369120481191203, 'Man': 99.99463558197021}",Man,"{'asian': 1.238495911031474, 'indian': 3.715018253328592, 'black': 0.49926341875057445, 'white': 33.27489891945111, 'middle eastern': 32.607246352105896, 'latino hispanic': 28.665084083686363}",white
