file,emotion,dominant_emotion,region,age,gender,dominant_gender,race,dominant_race
0 (19).png,"{'angry': 0.21942397579550743, 'disgust': 2.6620388116072036e-07, 'fear': 0.4704852122813463, 'happy': 0.006838446279289201, 'sad': 3.520399332046509, 'surprise': 9.358454349239764e-05, 'neutral': 95.78275680541992}",neutral,"{'x': 81, 'y': 124, 'w': 213, 'h': 213}",33,"{'Woman': 99.99839067459106, 'Man': 0.0016134717952809297}",Woman,"{'asian': 1.9815735518932343, 'indian': 6.168270483613014, 'black': 0.7696441374719143, 'white': 44.876059889793396, 'middle eastern': 12.2739776968956, 'latino hispanic': 33.93048048019409}",white
1 (12).png,"{'angry': 0.0035918829193157206, 'disgust': 3.6044497314784665e-08, 'fear': 0.0327423816505004, 'happy': 6.89182471584229, 'sad': 0.0513500215359045, 'surprise': 0.0012392951987007564, 'neutral': 93.01925259943322}",neutral,"{'x': 78, 'y': 252, 'w': 477, 'h': 477}",24,"{'Woman': 0.001117260217142757, 'Man': 99.99887943267822}",Man,"{'asian': 0.23683848805507945, 'indian': 3.371323101003355, 'black': 0.19728977943448897, 'white': 36.71576003526211, 'middle eastern': 36.17951489564865, 'latino hispanic': 23.299273747162445}",white
1 (28).jpg,"{'angry': 0.3952035674955168, 'disgust': 0.0002554268499085919, 'fear': 0.7458177903064739, 'happy': 96.33337303002202, 'sad': 0.22520017453877036, 'surprise': 0.5963362508164345, 'neutral': 1.703812537632878}",happy,"{'x': 95, 'y': 616, 'w': 52, 'h': 52}",36,"{'Woman': 11.562291532754898, 'Man': 88.4377121925354}",Man,"{'asian': 0.030787850846536458, 'indian': 0.9155432693660259, 'black': 0.0358756078639999, 'white': 56.67474865913391, 'middle eastern': 40.54121673107147, 'latino hispanic': 1.8018286675214767}",white
1 (38).jpg,"{'angry': 0.08635298514421196, 'disgust': 1.0568620387061951e-05, 'fear': 0.42456460853306105, 'happy': 3.184330653210321, 'sad': 0.888916623676814, 'surprise': 0.016960652566497925, 'neutral': 95.39886685603064}",neutral,"{'x': 0, 'y': 0, 'w': 512, 'h': 492}",24,"{'Woman': 0.2076170640066266, 'Man': 99.79238510131836}",Man,"{'asian': 2.9601041227579117, 'indian': 2.2456249222159386, 'black': 0.5209854803979397, 'white': 39.310434460639954, 'middle eastern': 20.32846212387085, 'latino hispanic': 34.634384512901306}",white
1 (32).png,"{'angry': 0.11913451144900986, 'disgust': 5.095170683055865e-10, 'fear': 92.76945547875496, 'happy': 7.096634483136802, 'sad': 6.903091399176217e-07, 'surprise': 0.01475268597171819, 'neutral': 2.529192650629893e-05}",fear,"{'x': 282, 'y': 124, 'w': 439, 'h': 439}",34,"{'Woman': 2.5101980194449425, 'Man': 97.4898099899292}",Man,"{'asian': 28.27520033416744, 'indian': 13.433807976984026, 'black': 6.500398337793548, 'white': 16.010786174442032, 'middle eastern': 13.209459101026166, 'latino hispanic': 22.57034211512302}",asian
0 (1).jpg,"{'angry': 7.92559186613578e-05, 'disgust': 1.0184396858602158e-10, 'fear': 0.0008175645299705303, 'happy': 40.34159664411505, 'sad': 0.0006385325684220705, 'surprise': 2.2140805454946215, 'neutral': 57.44279115710153}",neutral,"{'x': 140, 'y': 303, 'w': 664, 'h': 664}",37,"{'Woman': 0.250025256536901, 'Man': 99.74997639656067}",Man,"{'asian': 10.406972467899323, 'indian': 67.77198910713196, 'black': 4.6232689172029495, 'white': 0.7878429256379604, 'middle eastern': 1.1252094060182571, 'latino hispanic': 15.284717082977295}",indian
0 (13).jpeg,"{'angry': 0.5418900866061449, 'disgust': 2.5599581048724174e-10, 'fear': 0.3822802100330591, 'happy': 2.4551871646849577e-06, 'sad': 28.74380052089691, 'surprise': 0.00031770393889019033, 'neutral': 70.33171057701111}",neutral,"{'x': 506, 'y': 840, 'w': 2122, 'h': 2122}",33,"{'Woman': 99.128657579422, 'Man': 0.8713381364941597}",Woman,"{'asian': 79.3190767004307, 'indian': 5.852253829895537, 'black': 0.8206337596455193, 'white': 0.29331648248339115, 'middle eastern': 0.04246658506202905, 'latino hispanic': 13.672242779197031}",asian
1 (3).jpeg,"{'angry': 0.00899376663202519, 'disgust': 3.680683477563995e-08, 'fear': 3.0707560447309046, 'happy': 0.38409631194748356, 'sad': 0.060930013563037726, 'surprise': 0.23945382826500108, 'neutral': 96.23576976274072}",neutral,"{'x': 269, 'y': 372, 'w': 494, 'h': 494}",20,"{'Woman': 0.09191468125209212, 'Man': 99.90808963775635}",Man,"{'asian': 0.0002813900664477842, 'indian': 0.003520324025885202, 'black': 5.333264496698575e-06, 'white': 91.8373167514801, 'middle eastern': 7.161229103803635, 'latino hispanic': 0.9976444765925407}",white
1 (10).jpeg,"{'angry': 0.00899376663202519, 'disgust': 3.680683477563995e-08, 'fear': 3.0707560447309046, 'happy': 0.38409631194748356, 'sad': 0.060930013563037726, 'surprise': 0.23945382826500108, 'neutral': 96.23576976274072}",neutral,"{'x': 269, 'y': 372, 'w': 494, 'h': 494}",20,"{'Woman': 0.09191468125209212, 'Man': 99.90808963775635}",Man,"{'asian': 0.0002813900664477842, 'indian': 0.003520324025885202, 'black': 5.333264496698575e-06, 'white': 91.8373167514801, 'middle eastern': 7.161229103803635, 'latino hispanic': 0.9976444765925407}",white
1 (27).png,"{'angry': 0.0035918829193157206, 'disgust': 3.6044497314784665e-08, 'fear': 0.0327423816505004, 'happy': 6.89182471584229, 'sad': 0.0513500215359045, 'surprise': 0.0012392951987007564, 'neutral': 93.01925259943322}",neutral,"{'x': 78, 'y': 252, 'w': 477, 'h': 477}",24,"{'Woman': 0.001117260217142757, 'Man': 99.99887943267822}",Man,"{'asian': 0.23683848805507945, 'indian': 3.371323101003355, 'black': 0.19728977943448897, 'white': 36.71576003526211, 'middle eastern': 36.17951489564865, 'latino hispanic': 23.299273747162445}",white
0 (30).jpeg,"{'angry': 0.17299195751547813, 'disgust': 0.001519526085758116, 'fear': 35.484808683395386, 'happy': 20.183655619621277, 'sad': 2.5100067257881165, 'surprise': 2.0059047266840935, 'neutral': 39.64112102985382}",neutral,"{'x': 2175, 'y': 1555, 'w': 2454, 'h': 2454}",25,"{'Woman': 0.18359370296820998, 'Man': 99.81641173362732}",Man,"{'asian': 9.610291570425034, 'indian': 3.333425149321556, 'black': 1.0551768355071545, 'white': 39.31267559528351, 'middle eastern': 13.962796330451965, 'latino hispanic': 32.725635170936584}",white
1 (37).png,"{'angry': 0.33304146490991116, 'disgust': 4.577776024916602e-06, 'fear': 22.773240506649017, 'happy': 0.007384571654256433, 'sad': 3.878757357597351, 'surprise': 0.001018832244881196, 'neutral': 73.00655841827393}",neutral,"{'x': 175, 'y': 171, 'w': 513, 'h': 513}",30,"{'Woman': 74.46784973144531, 'Man': 25.53214728832245}",Woman,"{'asian': 18.033677339553833, 'indian': 3.2447587698698044, 'black': 0.7753884885460138, 'white': 42.25971698760986, 'middle eastern': 11.625829339027405, 'latino hispanic': 24.060635268688202}",white
0 (11).jpeg,"{'angry': 0.5318664945662022, 'disgust': 0.003192725489498116, 'fear': 0.5303697660565376, 'happy': 0.3856145776808262, 'sad': 7.678665965795517, 'surprise': 0.0036568282666848972, 'neutral': 90.86663722991943}",neutral,"{'x': 2530, 'y': 384, 'w': 3374, 'h': 3374}",30,"{'Woman': 99.85696077346802, 'Man': 0.14303650241345167}",Woman,"{'asian': 12.845684587955475, 'indian': 4.072338342666626, 'black': 1.5219143591821194, 'white': 31.578370928764343, 'middle eastern': 13.09240311384201, 'latino hispanic': 36.88928782939911}",latino hispanic
0 (25).jpg,"{'angry': 5.75506862394072e-07, 'disgust': 1.6096292232787995e-12, 'fear': 0.09726961147923929, 'happy': 0.0002631945703820395, 'sad': 99.89417196581698, 'surprise': 4.7977064513984225e-09, 'neutral': 0.008291988081648504}",sad,"{'x': 30, 'y': 88, 'w': 270, 'h': 270}",31,"{'Woman': 99.54580068588257, 'Man': 0.4542013630270958}",Woman,"{'asian': 14.35585767030716, 'indian': 16.457395255565643, 'black': 4.921852797269821, 'white': 16.74707680940628, 'middle eastern': 22.642476856708527, 'latino hispanic': 24.87534135580063}",latino hispanic
1 (7).png,"{'angry': 0.04523060633800924, 'disgust': 2.435459804257101e-14, 'fear': 0.1015291316434741, 'happy': 4.119070536046099e-10, 'sad': 2.743079513311386, 'surprise': 1.7487409090244377e-10, 'neutral': 97.11016416549683}",neutral,"{'x': 79, 'y': 99, 'w': 235, 'h': 235}",25,"{'Woman': 0.19544924143701792, 'Man': 99.80454444885254}",Man,"{'asian': 9.528171979709954e-14, 'indian': 1.003268431873372e-10, 'black': 100.0, 'white': 1.107022922363106e-18, 'middle eastern': 5.602441782239805e-19, 'latino hispanic': 2.0851899647602624e-12}",black
0 (3).png,"{'angry': 1.1818460188806057, 'disgust': 0.21890827920287848, 'fear': 1.9120560958981514, 'happy': 1.7489086836576462, 'sad': 59.38078165054321, 'surprise': 0.0691437628120184, 'neutral': 35.48835515975952}",sad,"{'x': 593, 'y': 167, 'w': 640, 'h': 640}",59,"{'Woman': 0.051309552509337664, 'Man': 99.94869232177734}",Man,"{'asian': 0.8198387966857906, 'indian': 11.065705694640362, 'black': 0.09693369493588148, 'white': 32.485024033191685, 'middle eastern': 34.35596935224168, 'latino hispanic': 21.17653294521963}",middle eastern
0 (22).jpeg,"{'angry': 0.5318664945662022, 'disgust': 0.003192725489498116, 'fear': 0.5303697660565376, 'happy': 0.3856145776808262, 'sad': 7.678665965795517, 'surprise': 0.0036568282666848972, 'neutral': 90.86663722991943}",neutral,"{'x': 2530, 'y': 384, 'w': 3374, 'h': 3374}",30,"{'Woman': 99.85696077346802, 'Man': 0.14303650241345167}",Woman,"{'asian': 12.845684587955475, 'indian': 4.072338342666626, 'black': 1.5219143591821194, 'white': 31.578370928764343, 'middle eastern': 13.09240311384201, 'latino hispanic': 36.88928782939911}",latino hispanic
0 (14).png,"{'angry': 0.00012806985978386365, 'disgust': 2.600371090330511e-11, 'fear': 0.0004466123300517211, 'happy': 0.001104665807361016, 'sad': 1.097648311406374, 'surprise': 1.428603901842962e-06, 'neutral': 98.9006757736206}",neutral,"{'x': 97, 'y': 172, 'w': 383, 'h': 383}",31,"{'Woman': 97.60663509368896, 'Man': 2.3933613672852516}",Woman,"{'asian': 55.3331196308136, 'indian': 5.747474730014801, 'black': 7.274691015481949, 'white': 7.883710414171219, 'middle eastern': 3.5918638110160828, 'latino hispanic': 20.169144868850708}",asian
0 (13).jpg,"{'angry': 0.062115147011354566, 'disgust': 2.808743295996778e-12, 'fear': 0.0622049905359745, 'happy': 3.2482361245200764e-07, 'sad': 6.538683176040649, 'surprise': 6.913898620286574e-09, 'neutral': 93.33699345588684}",neutral,"{'x': 111, 'y': 274, 'w': 516, 'h': 516}",25,"{'Woman': 99.96800422668457, 'Man': 0.031999885686673224}",Woman,"{'asian': 0.014973337567958244, 'indian': 0.010746911547011396, 'black': 0.00018055021534117062, 'white': 92.86630068615683, 'middle eastern': 2.5809371195360566, 'latino hispanic': 4.52686564944573}",white
0 (2).jpg,"{'angry': 2.5795140220878643e-11, 'disgust': 2.7370863390908476e-24, 'fear': 4.2687994509415563e-17, 'happy': 99.98270869255066, 'sad': 3.109541975038904e-11, 'surprise': 6.111013388029884e-11, 'neutral': 0.017294500139541924}",happy,"{'x': 98, 'y': 167, 'w': 380, 'h': 380}",32,"{'Woman': 99.99861717224121, 'Man': 0.0013795246559311636}",Woman,"{'asian': 5.494004115462303, 'indian': 5.0358496606349945, 'black': 1.020500808954239, 'white': 36.06007397174835, 'middle eastern': 21.916988492012024, 'latino hispanic': 30.472585558891296}",white
1 (16).jpeg,"{'angry': 0.00899376663202519, 'disgust': 3.680683477563995e-08, 'fear': 3.0707560447309046, 'happy': 0.38409631194748356, 'sad': 0.060930013563037726, 'surprise': 0.23945382826500108, 'neutral': 96.23576976274072}",neutral,"{'x': 269, 'y': 372, 'w': 494, 'h': 494}",20,"{'Woman': 0.09191468125209212, 'Man': 99.90808963775635}",Man,"{'asian': 0.0002813900664477842, 'indian': 0.003520324025885202, 'black': 5.333264496698575e-06, 'white': 91.8373167514801, 'middle eastern': 7.161229103803635, 'latino hispanic': 0.9976444765925407}",white
1 (16).jpg,"{'angry': 1.2645483948290348, 'disgust': 2.18827782560993e-06, 'fear': 0.11270339600741863, 'happy': 0.0011844404980365653, 'sad': 98.29369187355042, 'surprise': 7.349943320633656e-07, 'neutral': 0.3278709715232253}",sad,"{'x': 71, 'y': 126, 'w': 354, 'h': 354}",30,"{'Woman': 0.08244785713031888, 'Man': 99.9175488948822}",Man,"{'asian': 0.006399409176083282, 'indian': 0.061649258714169264, 'black': 0.000802430440671742, 'white': 85.4998230934143, 'middle eastern': 7.625433802604675, 'latino hispanic': 6.805894523859024}",white
0 (7).png,"{'angry': 1.4551177685007133e-05, 'disgust': 5.2616749846023936e-08, 'fear': 0.0074077892350032926, 'happy': 99.93733763694763, 'sad': 0.017386546824127436, 'surprise': 0.0019979726857854985, 'neutral': 0.0358555989805609}",happy,"{'x': 611, 'y': 151, 'w': 706, 'h': 706}",64,"{'Woman': 99.97513890266418, 'Man': 0.024859790573827922}",Woman,"{'asian': 0.005387000012926758, 'indian': 0.0005459399160633605, 'black': 2.585137378373077e-05, 'white': 99.30754299804825, 'middle eastern': 0.2146363619125701, 'latino hispanic': 0.4718630390234613}",white
0 (6).png,"{'angry': 0.004378152152639814, 'disgust': 3.153206862283042e-10, 'fear': 0.005626668280456215, 'happy': 2.917919061928842e-05, 'sad': 0.07726825424470007, 'surprise': 1.0256339066927467e-05, 'neutral': 99.91268515586853}",neutral,"{'x': 67, 'y': 150, 'w': 421, 'h': 421}",24,"{'Woman': 97.59215712547302, 'Man': 2.4078426882624626}",Woman,"{'asian': 61.06284260749817, 'indian': 2.6188481599092484, 'black': 0.9022410959005356, 'white': 15.118636190891266, 'middle eastern': 4.031984135508537, 'latino hispanic': 16.265445947647095}",asian
1 (10).png,"{'angry': 6.918846815824509, 'disgust': 2.444203914819809e-05, 'fear': 0.48772632144391537, 'happy': 0.149097281973809, 'sad': 10.086137801408768, 'surprise': 0.02871252945624292, 'neutral': 82.32945203781128}",neutral,"{'x': 68, 'y': 128, 'w': 256, 'h': 256}",24,"{'Woman': 0.0009724228220875375, 'Man': 99.99902248382568}",Man,"{'asian': 2.168354662490657e-08, 'indian': 0.011252132389927283, 'black': 3.7338399039299475e-08, 'white': 12.894530594348907, 'middle eastern': 86.78894639015198, 'latino hispanic': 0.30527354683727026}",middle eastern
1 (1).png,"{'angry': 11.547883599996567, 'disgust': 0.0012636907740670722, 'fear': 0.05942347343079746, 'happy': 0.0011345436178089585, 'sad': 3.742584213614464, 'surprise': 0.03879606374539435, 'neutral': 84.60891246795654}",neutral,"{'x': 68, 'y': 87, 'w': 313, 'h': 313}",50,"{'Woman': 0.0034852633689297363, 'Man': 99.99651908874512}",Man,"{'asian': 0.986830610781908, 'indian': 2.402777038514614, 'black': 0.06942412001080811, 'white': 61.18918061256409, 'middle eastern': 28.766295313835144, 'latino hispanic': 6.585494428873062}",white
1 (31).png,"{'angry': 6.918846815824509, 'disgust': 2.444203914819809e-05, 'fear': 0.48772632144391537, 'happy': 0.149097281973809, 'sad': 10.086137801408768, 'surprise': 0.02871252945624292, 'neutral': 82.32945203781128}",neutral,"{'x': 68, 'y': 128, 'w': 256, 'h': 256}",24,"{'Woman': 0.0009724228220875375, 'Man': 99.99902248382568}",Man,"{'asian': 2.168354662490657e-08, 'indian': 0.011252132389927283, 'black': 3.7338399039299475e-08, 'white': 12.894530594348907, 'middle eastern': 86.78894639015198, 'latino hispanic': 0.30527354683727026}",middle eastern
1 (5).jpeg,"{'angry': 0.10554380620866344, 'disgust': 4.346995335352466e-11, 'fear': 0.880535959537511, 'happy': 0.00048711334434581636, 'sad': 0.11114596694085396, 'surprise': 0.005510736516677519, 'neutral': 98.89677180090287}",neutral,"{'x': 961, 'y': 559, 'w': 2575, 'h': 2575}",31,"{'Woman': 2.288539335131645, 'Man': 97.71146178245544}",Man,"{'asian': 3.67235504090786, 'indian': 9.083378314971924, 'black': 1.0742024518549442, 'white': 40.991219878196716, 'middle eastern': 27.124282717704773, 'latino hispanic': 18.05456131696701}",white
0 (31).jpg,"{'angry': 0.06252302345957002, 'disgust': 6.592262986514967e-05, 'fear': 0.8536487395256006, 'happy': 0.002193776657596888, 'sad': 2.7510184571754013, 'surprise': 0.001984427517574151, 'neutral': 96.32856823972274}",neutral,"{'x': 131, 'y': 306, 'w': 478, 'h': 478}",22,"{'Woman': 93.23915243148804, 'Man': 6.760849803686142}",Woman,"{'asian': 22.621959164376158, 'indian': 10.152858215911175, 'black': 4.159058381206797, 'white': 22.87535493080079, 'middle eastern': 11.010791928862563, 'latino hispanic': 29.17998184919141}",latino hispanic
1 (23).png,"{'angry': 0.33304146490991116, 'disgust': 4.577776024916602e-06, 'fear': 22.773240506649017, 'happy': 0.007384571654256433, 'sad': 3.878757357597351, 'surprise': 0.001018832244881196, 'neutral': 73.00655841827393}",neutral,"{'x': 175, 'y': 171, 'w': 513, 'h': 513}",30,"{'Woman': 74.46784973144531, 'Man': 25.53214728832245}",Woman,"{'asian': 18.033677339553833, 'indian': 3.2447587698698044, 'black': 0.7753884885460138, 'white': 42.25971698760986, 'middle eastern': 11.625829339027405, 'latino hispanic': 24.060635268688202}",white
1 (20).png,"{'angry': 0.33304146490991116, 'disgust': 4.577776024916602e-06, 'fear': 22.773240506649017, 'happy': 0.007384571654256433, 'sad': 3.878757357597351, 'surprise': 0.001018832244881196, 'neutral': 73.00655841827393}",neutral,"{'x': 175, 'y': 171, 'w': 513, 'h': 513}",30,"{'Woman': 74.46784973144531, 'Man': 25.53214728832245}",Woman,"{'asian': 18.033677339553833, 'indian': 3.2447587698698044, 'black': 0.7753884885460138, 'white': 42.25971698760986, 'middle eastern': 11.625829339027405, 'latino hispanic': 24.060635268688202}",white
0 (9).png,"{'angry': 1.7506083473563194, 'disgust': 1.3071755490372e-12, 'fear': 1.0764677682573165e-05, 'happy': 0.00034342285744060064, 'sad': 97.79984951019287, 'surprise': 8.644546679738676e-14, 'neutral': 0.4491868894547224}",sad,"{'x': 186, 'y': 97, 'w': 292, 'h': 292}",33,"{'Woman': 25.11962354183197, 'Man': 74.88037347793579}",Man,"{'asian': 61.69864991919399, 'indian': 0.5292949567085556, 'black': 0.19309468360979157, 'white': 25.526785787727142, 'middle eastern': 5.332738270433155, 'latino hispanic': 6.719434950419075}",asian
0 (33).png,"{'angry': 0.10576474014669657, 'disgust': 0.010738107084762305, 'fear': 33.59799683094025, 'happy': 0.3796756034716964, 'sad': 58.00979137420654, 'surprise': 0.06825416348874569, 'neutral': 7.82778263092041}",sad,"{'x': 60, 'y': 133, 'w': 657, 'h': 657}",39,"{'Woman': 0.1587271923199296, 'Man': 99.84127283096313}",Man,"{'asian': 3.002939946599013, 'indian': 17.067542127663835, 'black': 2.375348187941529, 'white': 21.199577009728312, 'middle eastern': 36.075295677745856, 'latino hispanic': 20.2792933250316}",middle eastern
0 (31).png,"{'angry': 0.11013353941962123, 'disgust': 6.8355945903597615e-09, 'fear': 0.0031518389732809737, 'happy': 9.306910634040833, 'sad': 0.08484394638799131, 'surprise': 0.000613616248301696, 'neutral': 90.49434661865234}",neutral,"{'x': 214, 'y': 209, 'w': 373, 'h': 373}",29,"{'Woman': 99.99128580093384, 'Man': 0.00871281445142813}",Woman,"{'asian': 0.06142843480888786, 'indian': 0.23804846641588612, 'black': 0.005192406860642994, 'white': 73.27009162067274, 'middle eastern': 12.820306382142737, 'latino hispanic': 13.604926931270727}",white
1 (13).jpeg,"{'angry': 12.777335941791534, 'disgust': 8.814981633520347e-07, 'fear': 0.07865479565225542, 'happy': 0.05380239454098046, 'sad': 13.987098634243011, 'surprise': 7.114102800187538e-05, 'neutral': 73.10304045677185}",neutral,"{'x': 160, 'y': 357, 'w': 1795, 'h': 1795}",52,"{'Woman': 0.00027842356757901143, 'Man': 99.99972581863403}",Man,"{'asian': 3.1487473961533397e-05, 'indian': 0.051099155098199844, 'black': 2.8052195233385646e-06, 'white': 41.354623436927795, 'middle eastern': 57.78419375419617, 'latino hispanic': 0.8100550621747971}",middle eastern
1 (29).png,"{'angry': 0.0035918829193157206, 'disgust': 3.6044497314784665e-08, 'fear': 0.0327423816505004, 'happy': 6.89182471584229, 'sad': 0.0513500215359045, 'surprise': 0.0012392951987007564, 'neutral': 93.01925259943322}",neutral,"{'x': 78, 'y': 252, 'w': 477, 'h': 477}",24,"{'Woman': 0.001117260217142757, 'Man': 99.99887943267822}",Man,"{'asian': 0.23683848805507945, 'indian': 3.371323101003355, 'black': 0.19728977943448897, 'white': 36.71576003526211, 'middle eastern': 36.17951489564865, 'latino hispanic': 23.299273747162445}",white
1 (26).jpg,"{'angry': 1.471305824816227, 'disgust': 0.00031941394809109624, 'fear': 0.7600788492709398, 'happy': 0.08907255833037198, 'sad': 14.440105855464935, 'surprise': 0.0002990454504470108, 'neutral': 83.2388162612915}",neutral,"{'x': 103, 'y': 133, 'w': 464, 'h': 464}",29,"{'Woman': 0.024627981474623084, 'Man': 99.97537732124329}",Man,"{'asian': 0.5830919835716486, 'indian': 3.086043708026409, 'black': 0.6708381231874228, 'white': 49.46266710758209, 'middle eastern': 24.751393496990204, 'latino hispanic': 21.44596576690674}",white
1 (4).jpg,"{'angry': 6.348230195760711e-05, 'disgust': 1.742420925179171e-19, 'fear': 9.403058803617443e-06, 'happy': 1.1248782576427825e-07, 'sad': 0.0014717747912566053, 'surprise': 1.3170839649028288e-07, 'neutral': 99.9984562396083}",neutral,"{'x': 135, 'y': 177, 'w': 326, 'h': 326}",22,"{'Woman': 1.5459380112588406, 'Man': 98.45406413078308}",Man,"{'asian': 5.833242833614349, 'indian': 8.589538931846619, 'black': 1.8107730895280838, 'white': 31.574511528015137, 'middle eastern': 22.434984147548676, 'latino hispanic': 29.756957292556763}",white
0 (24).jpeg,"{'angry': 0.007919354538898915, 'disgust': 2.9827873504473246e-06, 'fear': 0.4863298963755369, 'happy': 0.001238177628692938, 'sad': 0.7191384676843882, 'surprise': 5.1227198127890006e-05, 'neutral': 98.78531694412231}",neutral,"{'x': 486, 'y': 322, 'w': 2286, 'h': 2286}",25,"{'Woman': 99.99380111694336, 'Man': 0.006193669105414301}",Woman,"{'asian': 1.0002919472754002, 'indian': 2.1763931959867477, 'black': 0.17967723542824388, 'white': 34.6928745508194, 'middle eastern': 22.235460579395294, 'latino hispanic': 39.71530199050903}",latino hispanic
0 (21).png,"{'angry': 75.17038435759451, 'disgust': 8.97246062524469e-12, 'fear': 0.7803571409944976, 'happy': 1.3364594850247238e-05, 'sad': 0.9370395540916654, 'surprise': 0.40138305694657905, 'neutral': 22.71082387631082}",angry,"{'x': 0, 'y': 0, 'w': 626, 'h': 1084}",27,"{'Woman': 99.99918937683105, 'Man': 0.0008052976227190811}",Woman,"{'asian': 31.787918912644322, 'indian': 65.84567820106018, 'black': 0.11524792749049828, 'white': 0.11975822985593855, 'middle eastern': 0.01543832132644259, 'latino hispanic': 2.1159644568541323}",indian
1 (11).jpeg,"{'angry': 0.00899376663202519, 'disgust': 3.680683477563995e-08, 'fear': 3.0707560447309046, 'happy': 0.38409631194748356, 'sad': 0.060930013563037726, 'surprise': 0.23945382826500108, 'neutral': 96.23576976274072}",neutral,"{'x': 269, 'y': 372, 'w': 494, 'h': 494}",20,"{'Woman': 0.09191468125209212, 'Man': 99.90808963775635}",Man,"{'asian': 0.0002813900664477842, 'indian': 0.003520324025885202, 'black': 5.333264496698575e-06, 'white': 91.8373167514801, 'middle eastern': 7.161229103803635, 'latino hispanic': 0.9976444765925407}",white
1 (17).jpg,"{'angry': 0.024118709552567452, 'disgust': 3.0120709482162056e-06, 'fear': 0.8150874637067318, 'happy': 0.4464641213417053, 'sad': 0.5948714911937714, 'surprise': 0.0003706398274516687, 'neutral': 98.11908602714539}",neutral,"{'x': 53, 'y': 220, 'w': 443, 'h': 443}",21,"{'Woman': 1.0835802182555199, 'Man': 98.91641736030579}",Man,"{'asian': 0.004199299315237877, 'indian': 0.0087280023908489, 'black': 0.00017497296485188114, 'white': 93.4119749209836, 'middle eastern': 3.1203627578072712, 'latino hispanic': 3.4545625217966776}",white
1 (3).png,"{'angry': 0.33304146490991116, 'disgust': 4.577776024916602e-06, 'fear': 22.773240506649017, 'happy': 0.007384571654256433, 'sad': 3.878757357597351, 'surprise': 0.001018832244881196, 'neutral': 73.00655841827393}",neutral,"{'x': 175, 'y': 171, 'w': 513, 'h': 513}",30,"{'Woman': 74.46784973144531, 'Man': 25.53214728832245}",Woman,"{'asian': 18.033677339553833, 'indian': 3.2447587698698044, 'black': 0.7753884885460138, 'white': 42.25971698760986, 'middle eastern': 11.625829339027405, 'latino hispanic': 24.060635268688202}",white
1 (12).jpg,"{'angry': 0.0949360950866902, 'disgust': 0.012994578085659066, 'fear': 0.18901474465978083, 'happy': 99.68137141244071, 'sad': 0.017299150083485256, 'surprise': 0.0007816639503782947, 'neutral': 0.003608360632783883}",happy,"{'x': 698, 'y': 872, 'w': 2716, 'h': 2716}",33,"{'Woman': 75.49431920051575, 'Man': 24.505679309368134}",Woman,"{'asian': 16.866454482078552, 'indian': 17.720972001552582, 'black': 10.456518828868866, 'white': 13.78720998764038, 'middle eastern': 16.422173380851746, 'latino hispanic': 24.746671319007874}",latino hispanic
0 (34).jpeg,"{'angry': 1.617183425863671e-05, 'disgust': 2.281152659787068e-09, 'fear': 1.161164673338215, 'happy': 98.29489578574275, 'sad': 0.002468802051039721, 'surprise': 0.013455114896527821, 'neutral': 0.5279997212737633}",happy,"{'x': 1647, 'y': 870, 'w': 2178, 'h': 2178}",30,"{'Woman': 99.99973773956299, 'Man': 0.0002580444970590179}",Woman,"{'asian': 68.16678643226624, 'indian': 2.6078209280967712, 'black': 0.28040925972163677, 'white': 6.634730845689774, 'middle eastern': 2.0558318123221397, 'latino hispanic': 20.25441825389862}",asian
1 (39).png,"{'angry': 33.075714111328125, 'disgust': 0.00015121272554097231, 'fear': 2.151757664978504, 'happy': 0.0006045584996172693, 'sad': 41.045695543289185, 'surprise': 0.15561117324978113, 'neutral': 23.57046604156494}",sad,"{'x': 106, 'y': 110, 'w': 165, 'h': 165}",47,"{'Woman': 0.09873929666355252, 'Man': 99.90125894546509}",Man,"{'asian': 0.6965102111703283, 'indian': 7.6279026346148635, 'black': 0.17647724486379296, 'white': 36.471857814303505, 'middle eastern': 35.2962932167228, 'latino hispanic': 19.73095802849281}",white
1 (16).png,"{'angry': 0.012996364966966212, 'disgust': 8.389749832360405e-10, 'fear': 0.0015467048797290772, 'happy': 0.06719486555084586, 'sad': 0.7633698172867298, 'surprise': 0.00019013394876310485, 'neutral': 99.15470480918884}",neutral,"{'x': 82, 'y': 62, 'w': 383, 'h': 383}",27,"{'Woman': 0.000506944525113795, 'Man': 99.99948740005493}",Man,"{'asian': 8.11432173816036e-07, 'indian': 7.0044920442731215e-06, 'black': 2.091100042600666e-08, 'white': 99.8134076372871, 'middle eastern': 0.14027989744751423, 'latino hispanic': 0.0463094763016449}",white
0 (10).jpeg,"{'angry': 23.7675741314888, 'disgust': 0.002777378358587157, 'fear': 28.2681941986084, 'happy': 0.0066384702222421765, 'sad': 30.805233120918274, 'surprise': 0.007851086411392316, 'neutral': 17.141732573509216}",sad,"{'x': 140, 'y': 36, 'w': 355, 'h': 355}",44,"{'Woman': 25.536859035491943, 'Man': 74.46314096450806}",Man,"{'asian': 86.07270038561228, 'indian': 0.72183715756757, 'black': 0.11277646498539835, 'white': 7.45424076642041, 'middle eastern': 0.46392057993534686, 'latino hispanic': 5.17452241030469}",asian
